اسم المدير,رقم الجوال
صالون الجندي,972597839269
صالون الخال,972598369579
صالون الشباب,972597355422
صالون الشرق للحلاقه ومواد التجميل,972595031772
صالون العتيلي للحلاقة,972599389956
صالون الملكة لتلبيس العرايس,972568047136
صالون ثائر,972599293492
صالون خالد للتجميل,972598641570
صالون خلود,972566700898
صالون دنيا الجمال,972598559731
صالون رائد للحلاقة,972597891291
صالون روز,972597557918
صالون رويم للسيدات,972595075078
صالون سامح للرجال,972595381112
صالون سوبر ستايل,972568405442
صالون عميد,972599290194
صالون فلسطين,972568255773
صالون كتانه للحلاقه والاكسسوارات,972507533819
صالون ليان,972598746758
صالون ميامي,972599934454
صالون ميس للحلاقة,972567532830
صالون ميلانو للرجال,972599877919
صالون وجدان للسيدات,972599736014
صهيب للادوات المستعمله,972597432747
طحيمر للخضار,972597800879
عبد الجواد للمعدات الصناعية وادوات البناء,972599665669
عدنان لخدمات الانترنت,972599241831
عدي للادوات المستعملة,972569170665
عفيف للمستعمل,972569342309
علاء الدين للأدوات المستعملة,972599554987
عمر قزموز لبيع وتأجير الكراسي,972599723810
عمر للمفروشات,972594272313
غاز الأيهم,972599473205
فادي للمفروشات ومواد التنظيف,972592030010
فرحات للمستعمل,972569269892
قسم للادوات المستعملة,972568570201
كراج اكتابا لغسيل وصيانة المركبات,972599534423
كراج البيطار لتجليس ودهان السيارات,972599747200
كراج الرائد لتصليح السيارات,972569533755
كراج الطنبوز لتصليح السيارات,972597636941
كراج الطويل,972568017448
كراج بليبله لكهرباء السيارات,972599839278
كراج ستار جير,972599652617
كراج سلام لتجليس ودهان السيارات,972599876035
كراج سليط للسيارات,972599548792
كراج شويكة لقطع غيار السيارات,972569198152
كراج صايل عطا للتجليس والدهان,972568113022
كراج عبد الفتاح ابو شنب لصيانة السيارات,972599339578
كوزماتكس اشكال والوان,972599868440
كوفي شوب شيشة وارجيله,972595908128
لين لانجري,972568679447
مؤسسة نبيل ناجي للاجهزة الالكترونية,972599311816
مأمون لطيور والأسماك,972592501999
مؤيد لمستلزمات الحاسوب,972568292854
ماس للكمبيوتر,972599789496
مالك للستالايت,972597366839
مانديلا للادوات المستعمله,972599966828
مجتمع العطور,972568282336
مجد نصر الله للخضار والفواكه,972599661015
مجدي للادوات الكهربائية المستعملة,972597791117
محددة احمد خليل,972599877519
محددة الاسراء,972598986688
محددة الاسراء,972569111696
محددة الخاروف,972568100332
محددة الراس الحديثة,972598891494
محددة الشعراوية,972568412416
محددة الضميري,972568405825
محددة الغصون,972598603705
محددة الفيحاء,972568392446
محددة القدس الحديثة,972569900320
محددة اليرموك,972599982998
محددة باقة الشرقية,972599046770
محددة باقه الشرقيه,972598040825
محددة جهاد طعمه,972568369300
محددة زكريا,972599352717
محددة شويكة,972569549100
محددة صيام,972569717080
محددة ضمايره,972592230177
محددة عبد الرحمن ظافر,972597406870
محددة قاسم,972569700642
محددة مازن الحديثة,972569838352
محددة مدحت ملحم,972598129772
محددة مراد حجازي,972599396095
محددة منصور بلواني,972598155138
محددة وليد نجار,972598642977
محطة سوبر كلين الحديثة,972592555426
محطة عمان الكبرى للسيارات,972596323200
محل I Two للاتصالات,972569060029
محل أبو الفهد للأدوات المستعملة,972569999713
محل أحمد علان للأجهزة الخلوية,972569554665
محل أمل الفقراء,972598049746
محل إيفا فاشن,972569100194
محل ابراهيم لافي للادوات المستعملة,972598072285
محل ابراهيم لقطع السيارات المستعملة,972599535711
محل ابراهيم للادوات المنزلية,972599550701
محل ابراهيم مجدوبة للخضار والفواكه,972569560230
محل ابو اسلام للخضار والفواكه,972599426486
محل ابو العلاء للبراويز,972599115181
محل ابو الفية للادوات الكهربائية المستعملة,972525123406
محل ابو الوليد للدهانات,972569546020
محل ابو بكر للادوات الكهربائية الجديدة والمستعملة,972569520669
محل ابو تمام لبيع المواد الغذائيه,972528120292
محل ابو حجر للادوات المستعملة,972598967888
محل ابو زهري للادوات الصحية,972599477592
محل ابو سفاقة للملابس,972598456649
محل ابو شعلة للادوات المستعملة,972599746018
محل ابو شنب للأدوات المستعملة,972597480370
محل ابو شهاب للادوات المستعملة,972599375628
محل ابو عمار لبيع العدد,972598168594
محل ابو فهمي للغاز,972599273388
محل ابو لبده للخضار والفواكه,972599426938
محل ابو لبده للمستعمل,972599548910
محل ابو ماضي للادوات المستعملة,972597593898
محل ابو واصف للمواد الغذائية,972599435865
محل ابو يزن للمستعمل,972599824914
محل ابوتقيوي للمواد الغذائية,972597224812
محل ابوخليل للادوات المستعمله,972568117701
محل ابوزيتون للمواد الغذائيه,972597055594
محل احذية خالد,972598568737
محل احمد بدير للخضار والفواكه,972599972800
محل احمد جابر للاعلاف,972598056266
محل احمد صبحة للمستعمل,972599975487
محل احمد صبحه للمواد الغذائيه,972595449695
محل احمد طنبوز لبناشر السيارات,972599312179
محل احمد عامر لبيع مواد البناء والادوات الصحية,972598156758
محل احمد لبناشر السيارات وغيار الزيت,9725689853370
محل احمد للأثاث المستعمل,972597072989
محل احمد للخضار,972597313931
محل اسامة لبيع مواد التنظيف,972597245511
محل اسامة للاثاث المستعمل,972599228369
محل اسامه لبيع الاخشاب,972568733515
محل اسعد حرب للاجهزة الخلوية,972599083501
محل اسعد حلو لبيع الغاز,972569684954
محل اسلام للمستعمل,972599477595
محل اسيد للالبسة الجاهزة,972599226415
محل اسيد للمواد الغذائية,972598228889
محل اسيل للادوات المنزليه,972597646701
محل اشرف للادوات المستعملة,972506517682
محل اقرأ للاجهزة الكهربائية والستلايت,972599297516
محل اكتابا لبيع الادوات المستعملة ,972569617773
محل اكرم لمواد البناء,972598123960
محل اكرم لمواد البناء,972599638739
محل الاخوه للادوات المنزليه,972598154261
محل الاشرف للدهانات,972598056229
محل الاقصى للمواد التموينيه,972568099077
محل الامانة للادوات المستعملة,972598011823
محل الامانه لبيع قطع السيارات,972598649767
محل الامانه للادوات المستعملة,972599972540
محل الامانه للمنظفات,972599816729
محل الانصار للدهان والتجليس,972595915051
محل الانوار للمواد الغذائية,972599120179
محل البدر للادوات الصحية,972599675669
محل البدوي للاجهزه الكهربائيه المستعمله,972524026272
محل البلعاوي للادوات المنزلية,972569014016
محل البلعاوي للخضار والفواكه,972599275398
محل التومة للادوات المستعملة,972599812577
محل التومي للادوات المستعمله,972598070372
محل الجزائر للادوات المستعملة,972597295703
محل الجزماوي للادوات الصحية,972598315499
محل الجيوسي للادوات المستعملة,972598417558
محل الحارون لبيع الادوات المستعملة,972598254313
محل الحارون لبيع وصيانة الاجهزة الكهربائية المستعملة,972598521621
محل الحارون للخضار,972569637951
محل الحافي للمواد الغذائية,972598123016
محل الخضر للالبسه الجاهزه,972568066060
محل الخطيب للادوات الكهربائية,972597176488
محل الدعمه للادوات المنزليه والنثريات,972599306818
محل الزامل للخضار والفواكه,972599153118
محل الزايط لصيانة الحاسوب,972597409619
محل الساعد للاعلاف والحبوب,972522308669
محل السلام للمواد التموينية,972599816786
محل السلمان للالبسة والاحذية,972597957501
محل الشرقيه لاكسسوارات الجوالات,972569963618
محل الشعب للمواد التموينية,972599646286
محل الشعراويه للزجاج,972599139561
محل الصباح للادوات الكهربائية المستعملة,972599139692
محل الضميري للخضار والفواكه,972598114070
محل الطحل للملابس,972569118208
محل الطقز للأدوات الكهربائية المستعملة,972522802206
محل العامر للادوات الكهربائية,972569965054
محل العامر للملابس,972598547833
محل العامر للمواد الغذائية,972599101410
محل العز للادوات الصحيه,972599069130
محل العزبه لقطع الغسالات,972599963557
محل العزبي للادوات المستعملة,972598309210
محل العكاشة للادوات الصحية,972598140089
محل العوده للادوات الكهربائية المستعملة,972595489126
محل الغول للاجهزة الخلويه,972598622242
محل الفداء لمواد البناء,972594560039
محل القشوع للادوات الصحية,972599074491
محل القوزح للملابس,972595587775
محل الكارم للادوات الكهربائية,972569996453
محل الكرمل للادوات المنزليه,972599666753
محل المجدوب للقرميد والخشب,972597219764
محل المصري لتأجير الخشب والدعم,972599597535
محل المغربي للمواد التموينيه,972597345308
محل المهر لبيع وصيانة الالكترونيات,972599963521
محل المهر للادوات المستعملة,972526597464
محل النبريصي للادوات المستعملة,972599601501
محل النصر للادوات المنزلية,972595079080
محل النوباني للألبسة,972598496573
محل النور للمواد الغذائية,972595416066
محل النورس للدهانات والديكور,972569961414
محل الهيثم للالمنيوم,972569666020
محل الوردة للاجهزة المستعملة,972568706293
محل الوفاء للادوات المستعملة,972597611447
محل الياسين للادوات الكهربائية المستعملة,972599427631
محل اليزن للاطعمه والفواكه,972568085188
محل امجد للحديد والادوات المستعمله,972599816739
محل امجد للمواد التموينيه,972568151970
محل انس غانم لبيع الخضار والفواكه,972599475911
محل اون لاين,972568789097
محل اياد حمدان للوازم الحدادين,972569828298
محل اياد لبيع الادوات الكهربائيه المستعمله,972599613055
محل اياد للاخشاب,972569566857
محل ايمن للتمديدات الكهربائية والصحية,972598241770
محل ايمن للخضار والفواكه,972597297248
محل ايمن للملابس الجاهزة,972569206709
محل ايهاب نجار للادوات المستعملة,972597471171
محل باب الحاره للاجهزه والادوات المستعمله,972522608555
محل باسم للاجهزة الكهربائية,972595646711
محل باسم للخضار,972598178771
محل باسم مجادبه للتحف والهدايا,972598559034
محل باسمه للملابس والاحذيه,972599279676
محل بدر للخضار والفواكه,972598770456
محل براء لبيع الخضار والفواكه,972592460410
محل برية للاثاث المستعمل,972597523082
محل بسام عبد النبي للاعلاف,972568067816
محل بسام للادوات المستعمله,972522623063
محل بكر للمواد الغذائية,972595517764
محل بلال للالبسه الجاهزه,972568226509
محل بلال للحديد المستعمل,972598845685
محل بلال للمرايا والبراويز,972595223362
محل بهاء للهدايا والالعاب,972569356080
محل بيقاوي للمواد الغذائية,972598986705
محل تامر ابو عماش لبيع الدواجن,972569055588
محل تمام دغمش للملابس المستعملة,972598145039
محل توفيق للادوات المنزلية,972597598967
محل توفيق للخضار والفواكه,972569533234
محل تيسير لبيع الملابس,972599638725
محل ثائر حمدان للخضار والفواكه,972599331578
محل ثائر رجب للمواد الغذائية,972598537267
محل جبر لقطع غيار السيارات المستعملة,972568604256
محل جمال للاثاث المستعمل,972598164509
محل جميل عامر للكهرباء والدهانات,972599934052
محل جهاد عبدالله للساعات,972598524042
محل جهاد كتانه للادوات المنزلية,972599075196
محل جهاد لتصليح وبيع الاجهزه الكهربائيه المستعمله,972522958888
محل جهاد للملابس الجاهزة,972522744781
محل حابس يحيى للتموين والاجهزة الخلوية,972594555582
محل حاتم للدهانات,972599827461
محل حاتم للملابس الجاهزه,972597553532
محل حامد ابو معمر للادوات المستعملة,972568373922
محل حكم للخضار والفواكه,972599116796
محل حمزة للادوات الصحية,972599281316
محل حمود للنثريات,972599074522
محل حمودة لتجارة التمور,972599787015
محل حموده للمواد التموينية,972597097490
محل خالد عبد الباقي لبيع الاعلاف,972599226138
محل خالد للادوات الكهربائية,972599106070
محل خالد للكمبيوتر,972599320275
محل خريوش للخضار,972569027903
محل خضر عواد للادوات المستعملة,972597716519
محل خليفه للمواد التموينيه,972599220345
محل دعباس للادوات المستعملة,972599476451
محل ديراويه لتجارة الزيت والزيتون,972599974453
محل ذيب مهداوي لمواد البناء,972595445711
محل رأفت للادوات المستعملة,972599652607
محل رائد البلبيسي للدعم والاخشاب,972592632460
محل رائد للاجهزه الكهربائيه المستعمله,972522679839
محل راجح لبيع اللحوم والدواجن,972599550657
محل رامي لمواد البناء,972597453486
محل رجب للمواد الغذائية,972598593109
محل رسلان حسين للتمديدات الكهربائية,972522434978
محل رشيد كنعان للادوات المنزلية,972598513315
محل رفعت للادوات المستعملة,972522451673
محل رمزي للادوات المستعملة,972598160132
محل رياض الخصيب للأدوات المستعملة,972599294754
محل ريم للمواد التموينية,972597414393
محل ريماس للادوات المنزلية,972599784418
محل زازا لبيع المواد الغذائية,972599550931
محل زاهر لبيع الأعلاف,972507692276
محل زلط للادوات المستعمله,972522904784
محل زهير عوفي للالمنيوم,972599931535
محل زهير للادوات المستعملة,972598345540
محل زياد البلحاوي للمستعمل,972598211471
محل زياد شهاب للمستعمل,972598523361
محل زياد غانم للمواد التموينية,972599430201
محل زيد رجب لبيع الادوات المستعملة,972599228973
محل سامح حمدان للاعلاف,972599185080
محل سامر ابو عويضة للملابس,972599550694
محل سامر لألعاب الاطفال,972599041519
محل سامر لافي للمستعمل,972598596312
محل سامر للادوات الكهربائية المستعملة,972568790932
محل سامر للحوم والمجمدات,972599654106
محل سلام للمواد التموينية,972568475422
محل سلامه للادوات المستعمله,972598622030
محل سمير زيد للمواد الغذائيه,972599119103
محل سمير لبيع اجهزة الكمبيوتر,972599359683
محل سمير للمواد الغذائية,972522773651
محل شادي حرب للمواد الغذائية,972597500151
محل شادي فوزي متوفي للادوات المستعملة,972598132006
محل شادي لكهرباء السيارات,972528031461
محل شادي للخضار,972595250116
محل شلبي لكهرباء السيارات,972599050543
محل صادق للمواد الغذائية,972528449520
محل صالح للابواب الخشبية,972592820758
محل صباح للادوات المستعمله,972595271868
محل طارق للوازم النجارين,972599794114
محل طعمه للادوات المستعملة,972599996472
محل طقاطقة للأدوات الصحية والدهانات,972599971339
محل طقز للمواد الغذائية,972598240659
محل طلال للالبسة الجاهزة,972598309095
محل طيبة للستائر والمفروشات,972598321110
محل عاصي للاتصالات,972569435894
محل عامر للخضار والفواكه,972599969478
محل عايد خلايفة لقطع غيار السيارات,972568198159
محل عبد الجبار للمستعمل,972598434543
محل عبد الحكيم للاعلاف,972599138729
محل عبد الرحمن ابو جزر للاحذيه,972597733045
محل عبد السلام ابو سبيت,972598178180
محل عبد السلام للاحذية والملابس,972568056193
محل عبد الكريم جماعين للأدوات المستعملة,972599548731
محل عبد الله للادوات المستعمله,972569073286
محل عبد الله للادوات المنزلية,972599794625
محل عبد المجيد عطار لقطع غيار السيارات المستعملة,972599781281
محل عبدالجبار للاعلاف,972599837165
محل عبدالقادر للادوات الصحية ومواد البناء,972569944095
محل عثمان للمواد لغذائية,972592960385
محل عدنان لمواد البناء,972592102098
محل عسراوي للخضار والفواكه,972503679462
محل عصام شاهين للادوات المستعمله,972522641383
محل عصام علي للادوات المستعمله,972598712516
محل عطار للدواجن,972598256632
محل علاء ابو سبيت للادوات الكهربائية المستعملة,972598156643
محل علاء عمار للاعلاف,972507466954
محل علام للمواد الغذائية,972569613708
محل علوشه للمواد الغذائية,972549925960
محل علوشي للمواد التموينيه,972522422944
محل علي عوفي للادوات المستعملة,972568113061
محل عماد حته لقطع غيار السيارات,972599826680
محل عماد لقطع السيارات,972599648701
محل عماد للمستعمل,972599967342
محل عماد همشري للخضار والفواكه,9725928237555
محل عمار الاشقر للخضار,972598321055
محل عمار القرعان للادوات المستعمله,972598123818
محل عمر كتانه لمواد التنظيف,972568193861
محل عمر للدي جي والحفلات,972599235643
محل غازي لأفران الحلويات,972599673360
محل غزل للاتصالات,972599281022
محل غنى للالبسة,972599117163
محل غيث للمستعمل,972599646355
محل فائد مشرف للمواد الغذائيه,972598511434
محل فادي ابو شنب للألمنيوم,972599335727
محل فادي جربان للالعاب,972599816624
محل فادي لتصليح الاجهزة الكهربائية,972599933930
محل فادي ناقوري للادوات المنزلية البلاستيكية,972599971611
محل فتحي مشرف للادوات المستعملة,972597611639
محل فراس قشوع للأعلاف,972598305139
محل فيصل ثلثين,972568117901
محل فيصل سلامة للاثاث المستعمل,972599659203
محل قصي للأثاث المستعمل,972595697266
محل كامل لبيع البلفونات,972568239658
محل كتانه للمواد الغذائية,972525539546
محل كهرباء عمر ,972599389951
محل مؤمن للادوات الصحية,972569480576
محل ماهر للمواد التموينيه,972599116927
محل ماهر لملابس الاطفال,972599610710
محل محفوظ للأجهزة الخلوية,972522558283
محل محفوظ للمواد التموينيه,972599120395
محل محمد ابو بكر للخضار,972568441431
محل محمد ابو لبده للاتصالات,972599113175
محل محمد جابر لمصابيح السيارات,972598434721
محل محمد حسين هرشه لمواد التنظيف,972599778902
محل محمد صابر للمواد التموينيه,972599420415
محل محمد عثمان للمواد الغذائية,972598241116
محل محمد علاريه للادوات المستعملة,972598529080
محل محمد كتانة للالبسة والاحذية,972599966796
محل محمد للادوات المستعملة,972569999465
محل محمد للخضار,972562562203
محل محمد للخضار والفواكه,9725987086683
محل محمد هرشه للادوات الصحية,972598513284
محل محمد ياسين للاخشاب,972592434664
محل محمود الحافظ للادوات المستعمله,972598437032
محل محمود جابر للالكترونيات وصيانتها,972568090505
محل محمود عساروي لبيع الاطارات المستعمله,972595352500
محل محمود للمواد التموينية,972599122923
محل محمود مجادبه للمواد الغذائية,972598091218
محل مراد زبيده للملابس,972568193500
محل مراد للادوات المستعمله,972598253561
محل مراد نصار للادوات المنزلية,972597323649
محل مروان للادوات المستعملة,972598402832
محل مسعود لبيع المنظفات,972598166147
محل مشعل للاحذية والملابس,972598207427
محل مصطفى للاجهزة الخلوية,972599336937
محل مصطفى للحلويات الشرقية,972595949988
محل مصلح يونس لبيع الادوات المستعملة,972522364910
محل معاذ للأدوات الصحية,972595641894
محل معاويه لمواد البناء,972569366244
محل مهدي للادوات المستعملة,972592862352
محل مهند شديد للاعلاف,972599389997
محل مهند ياسين لبيع الدواجن والاطعمه,972599550725
محل نبيل للخضار والفواكه,972598355774
محل نجيب كسبه للاثاث المستعمل,972525570515
محل نزار خصيب للادوات المنزليه,972599333747
محل نسيم ابو راضي,972599736470
محل نسيم للادوات المنزلية,972568502470
محل نصر للادوات المستعملة,972598503623
محل نصرالله لبيع الدواجن والمجمدات,972568550657
محل نضال عمير للمواد الغذائية,972599435953
محل نضال للادوات المستعملة,972568734310
محل نضال للالبسة الجاهزة,972598157735
محل نضال للخضار والفواكه,972599971118
محل نضال للمواد الغذائيه,972599426485
محل نعمان للحطب,972598240694
محل نعيم طقاطقه,972598035305
محل نهاد لبناشر السيارات,972599812578
محل هاني طرابين للأدوات المستعملة,972569505535
محل هاني للادوات المنزلية,972569821765
محل وائل للادوات المستعملة,972598749837
محل وائل للالمنيوم,972595793656
محل وائل للمواد الغذائية,972524621782
محل واحة المدخن,972598604966
محل وليد للادوات الكهربائيه المستعمله,972597529086
محل ياسر للادوات المستعملة,972569840679
محل ياسين للالمنيوم,972599427973
محل يسلم للادوات الصحية والكهربائية,972598558507
محل يوسف ابو مريم للمستعمل,972599844389
محل يوسف حجة للخضار والفواكه,972599225891
محل يونس للمواد الغذائيه,972522863843
محلات ابو رحيم للمستعمل,972599119048
محلات ابو عيشة لكماليات السيارات,972599626284
محلات ابوليث للادوات المستعمله,972599456516
محلات الاحلام,972595574001
محلات الايهم للمواد الغذائية,972599281686
محلات الجلاد للتجارة والتسويق,972599207708
محلات الخصيب للمواد الغذائيه,972597600415
محلات الدنيا للاثاث المستعمل,972597584418
محلات الرحمة لمواد البناء,972594774406
محلات الريحان للتجارة العامة,972598986608
محلات العامر,972598032607
محلات الفرعوني لتنجيد وصبغ الاثاث,972598355240
محلات النور للاثاث المستعمل,972599338700
محلات ايمن نصوح للاعلاف,972599106158
محلات بدر خندقجي للادوات الصحية,972598126155
محلات بيت ليد للمواد الغذائية,972599816654
محلات جيتون علي فحماوي,972599297512
محلات حسام عبد الله للمواد الغذائية والتموينية,972599813222
محلات طقاطقة للمستعمل,972598178376
محلات عودة للادوات المنزلية 2,972569966913
محلات ماهر للشالات,972599720782
محلات منذر شرقية للملابس,972598579003
محلات نصر للادوات الصحية,972599477018
محمد حامد للمستعمل,972569510033
محمد غانم للادوات المنزلية المستعملة,972598203979
محمد للادوات الصحية والدهان,972597463165
محمص ابراهيم الزايط,972599040783
محمص العزبة,972599931788
محمص سائد البرقاوي,972599379996
محمود للادوات المستعملة,972569259669
محميات احمد لانتاج الخضار,972594604858
محميات الخاروف للخضار,972599151906
محميات السامرائي لانتاج الخضار,972592782299
محميات انس للخضار,972568145542
محميات عبد الله لانتاج الخضار,972569332442
محميات عدي للزراعة,972568621485
محميات مأمون لزراعة الخضار,972598207477
محميات محمود زبن لانتاج الخضار,972569027923
محميات نضال للخضار المحمي,972599116526
محميات هبة للخضار,972599643623
مخبز الزيتون,972597852112
مخبز الطابون العربي,972598909067
مخبز طابون الشام,972592121227
مخبز وطابون المثلث,972598771227
مخزن مؤيد علاريه لتأجير الخشب والدعم,972598156730
مخيطة الخشان,972598208169
مخيطة باقة للملابس,972597448721
مخيطة خالد لتصليح الملابس,972599550468
مخيطة خليل ابو طاحون,972598559181
مخيطة ضرار خليليه,972597818146
مخيطة عنبتا,972595730180
مدحت لدهانات الموبيليا والخشب,972568396020
مرطبات و مثلجات يوسف ,972594778846
مركز بلعا البيطري,972599132812
مركز ثابت لصيانة السيارات الالمانية,972569220300
مركز زبلح للسلامه العامة والاطفاء,972599816718
مركز لوجيكا للاستشارات,972597413144
مركز ليمار للتجميل,972598531366
مركز محمد للكمبيوتر,972599679043
مزارع حنون للخضار,972599264437
مزارع سائد ابو شعيره,972598593319
مزارع عدنان ابو الجزر للخضار المحمي,972569171737
مزارع عماد كتانه للدفيئات,972599074659
مزارع ناصر للخضار والزعتر,972598839574
مزارع هاني كتانه,972598527525
مزراعة أغنام طحليش,972599030393
مزراعة ايمن للدفيئات,972599955519
مزرعة  محمود ابو الرب للأغنام,972598255223
مزرعة أحمد كتانه للأغنام,972599244955
مزرعة ابراهيم للدفيئات,972569434230
مزرعة احمد شريم للأغنام,972598752557
مزرعة احمد ضميري للخضار,972569482004
مزرعة احمد كتانه لانتاج الخضار,972599230256
مزرعة احمد للخضار المحمي,972598438673
مزرعة احمد للدفيئات والخضار,972595770906
مزرعة اسامة كتانة للخضار المحمي,972598342279
مزرعة اسلام لأنتاج الخضار,972597468797
مزرعة اسماعيل كتاني,972568637370
مزرعة اغنام اسامه,972569985698
مزرعة اغنام محمد جبارة,972568132564
مزرعة اغنام منصور,972568262664
مزرعة الجبعيتي للاغنام,972599801384
مزرعة الحمدان للاغنام,972599543802
مزرعة الرائد للاغنام,972595357073
مزرعة امير علوشي لانتاج الخضار,972594012311
مزرعة انس لتربية الاغنام,972562101123
مزرعة اياد العيسوي,972598207474
مزرعة اياد الفيات للخضار المحمي,972599335773
مزرعة اياد للدواجن,972597494304
مزرعة باسل للخضار المحمي,972599510619
مزرعة بكر للخضار,972598632384
مزرعة بلال ناصر,972598579470
مزرعة بهاء للخضار المحمي,972596372955
مزرعة تيسير للخضار المحمي,972569483951
مزرعة ثابت للخضار المحمي,972598766866
مزرعة جمال البدا,972569255639
مزرعة جميل لانتاج الخضار,972599240786
مزرعة جميل لانتاج الخضار,972597480598
مزرعة جميل للمحميات,972539595617
مزرعة جهاد للاغنام,972595405718
مزرعة حازم للخضار,972568585062
مزرعة حسن لتربية الحبش,972569610612
مزرعة حسين للاغنام,972599974513
مزرعة خالد للخضار المحمي,972599963608
مزرعة رأفت لتربية الدواجن,972568333979
مزرعة رائد حمدان,972598078655
مزرعة رائد كتانه,972597880125
مزرعة رائد كتانه للاغنام,972568099470
مزرعة راجح للخضار المحمي,972599423651
مزرعة رامي للخضار,972592448558
مزرعة رامي للخضار المحمي وتغليف الخضار,972599972676
مزرعة راني للاغنام,972599966814
مزرعة رضوان للخضار,972568580280
مزرعة سامر ثلثين للخضار,972598550615
مزرعة سامر للخضار المحمي,972598315934
مزرعة صابر يونس لتربية الابقار,972568796981
مزرعة صالح للدواجن,972598669885
مزرعة طارق ابو الرب ,972599426457
مزرعة عاصم لتسمين الخراف,972569178164
مزرعة عايد للدفيئات,9725983531393
مزرعة عبد الحكيم للاغنام,972599069490
مزرعة عبد الخالق لانتاج الخضار,972599536550
مزرعة عبد الرحمن عمار للاغنام,972599389971
مزرعة عبد الرحمن للنحل وانتاج العسل,972599293804
مزرعة عبد الكريم للخضار المحمي,972566155125
مزرعة عبد اللطيف للخضار المحمي,972599120022
مزرعة عقاد للأغنام,972592428977
مزرعة علاء درويش,972599255851
مزرعة علاء عسراوي للاغنام,972569587232
مزرعة عماد جيوسي للخضار,972599663387
مزرعة عماد لتربية الاغنام,972598545596
مزرعة عمار عساروه للخضار,972599723059
مزرعة غسان حسين للخضار,972597399025
مزرعة فادي للمحميات الخضار,972598300605
مزرعة فهمي لانتاج الحضار,972505135991
مزرعة كتانه للاغنام ,972598179464
مزرعة لقمان للأغنام,972569267772
مزرعة ماهر تقيوه للخضار,972598846959
مزرعة ماهر لتربية الاغنام,972599293452
مزرعة مجاهد للأغنام,972597216121
مزرعة مجدي عبيد لتربية الاغنام,972598073728
مزرعة محمد ابو الرب للأغنام,972598043490
مزرعة محمد خيري,972569910105
مزرعة محمد خيري للخضار,972595033288
مزرعة محمد دقة لتربية الاغنام,972599841080
مزرعة محمد عامر للأغنام,972599525507
مزرعة محمد لتربية الاغنام,972595404715
مزرعة محمد لتربية الدواجن,972597697541
مزرعة محمد للدواجن اللاحمة,972599288430
مزرعة محمود كتانه للاغنام,972598612743
مزرعة مراد ابو خليل للخضار المحمي,972599663220
مزرعة مراد احمد كتانه للاغنام,972598043494
مزرعة مشعل للاغنام,972569839662
مزرعة مصطفى عسراوي للخضار,972598123807
مزرعة مصعب لأنتاج الخضار,972569838760
مزرعة معاذ لتربية الاغنام,972568762225
مزرعة معاذ للخضار المحمي,972595130678
مزرعة معتصم للخضار,972568255698
مزرعة منتصر لتربية الاغنام,972568980411
مزرعة منير بابيه للخضراوات,972568381231
مزرعة نبيل للاغنام,972598750870
مزرعة نضال قشوع للخضار المحمي,972568720414
مزرعة نضال للاغنام,972598847554
مزرعة نضال للبيوت البلاستيكية,972595838638
مزرعة نعمان حسين للاغنام,972598018610
مزرعة ودفيئات طارق,972599329611
مزرعة ياسر كتاني للدفيئات,972569210313
مزرعة يوسف جباره للخضار,972568669965
مستودع احمد للمواد التموينيه,972592840555
مستودع زكي القريب للملابس,972595757827
مستودع علاء للاقمشة,972599790938
مستودع مالك لتوزيع المواد الغذائية,972595257075
مسمكة كريم,972598123033
مشتل النور,972598849425
مشتل اياد الراميني,972595609050
مشحمة احمد عاليه لغسيل السيارات,972597474242
مشحمة ومغسلة ابراهيم,972569935775
مشروع باسل للزعتر,972569116192
مشغل العطار,972569865749
مشغل حلويات النصر,972597295788
مشغل ريام,972568517511
مشغل عطار للخياطه,972599784726
مشغل ماهر للخياطة,972599221568
مشغل محمد حسين للالمنيوم,972569927143
مشغل محمد للالمنيوم,972597933575
مشغل محمد مصلح,972569234518
مشغل نفين للخياطة,972599954553
مشغل نهيل للملابس,972598847050
مشغل هاشم للالمينيوم,972599203275
مصطفى طحليش للخضار والفواكه,972598166273
مطحنة الساعد,972599566618
مطعم Mr. Toast,972569398522
مطعم ابو سرية,972599239239
مطعم ابو سماحة,972568242721
مطعم ابو صياح,972598207441
مطعم البلد,972598505423
مطعم الحوت,972599820395
مطعم الصباح,972595793700
مطعم الطحليش,972569213754
مطعم الكراج,972568653361
مطعم اياد رجب,972599859354
مطعم بلال,972592772240
مطعم جرل,972593098686
مطعم صحتين وعافية,972599643620
معجنات أيمن,972595158650
معرض ابو طريف للاجهزة الكهربائية والتكييف,972599338551
معرض الجواد للاجهزة الكهربائية,972599322397
معرض باقة للادوات المنزلية,972598579035
معرض خريوش للمفروشات,972568313126
معرض عمار للصياغه والمجوهرات,972599315900
معرض نسيم للخضار والفواكه,972592390189
معرض ومنجرة السلطان,972599371740
مغسلة أبو شنب,972598123952
مغسلة ابو دقر,972597168896
مغسلة الأصدقاء,972599426280
مغسلة زيتا الشعراوية,97256957931
مغسلة نايف جرعاني للسيارات,972598612700
مغسلة ومشحمة سامر للسيارات,972599707542
مفروشات مهدي,972597623408
مقهى السعادة,972569786410
مقهى تامر الجلاد,972599783241
مكتب آزر للتشطيب والديكور,972569700239
مكتب القدومي لخدمات تعبئة وتغليف الطرود,972599849904
مكتب تعهدات ميلاد خصيب,972597554064
مكتب زياد خصيب للمقاولات,972505263060
مكتب كيندا للسفر,972599325235
